SKU,CATEGORY,SUBCATEGORY,SOURCE,STORIS_CATG,BRAND,DESCRIPTION
15376270,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,KING ADAPT PROHI 2.0 PILLOW
15381225,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,KING BREEZE PROLO 2.0 PILLOW
15381250,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,QUEEN BREEZE PROLO 2.0 PILLOW
15382225,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,KING BREEZE PROHI 2.0 PILLOW
15382250,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,QUEEN BREEZE PROHI 2.0 PILLOW
25552131,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPUR ERGO 3.0
25552131-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPUR ERGO 3.0
25552132,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST TEMPR ERGO 3.0
25552132-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST TEMPR ERGO 3.0
25552140,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,FULL ADJUST TEMPUR ERGO 3.0
25552140-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,FULL ADJUST TEMPUR ERGO 3.0
25552151,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST TEMPUR ERGO 3.0
25552151-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST TEMPUR ERGO 3.0
25552161,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,E KING1PC ADJUST TEMPUR ERGO 3.0
25552161-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,E KING1PC ADJUST TEMPUR ERGO 3.0
25552162,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST TEMP ERGO 3.0
25552162-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST TEMP ERGO 3.0
25553131,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPR ERGO SMART
25553131-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPR ERGO SMART
25553132,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST TEMP ERG SMART
25553132-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST TEMP ERGO SMRT
25553151,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST TEMPUR ERGO SMART
25553161,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,E KING1P ADJUST TEMPUR ERGO SMART
25553161-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,E KING1P ADJUST TEMPUR ERGO SMART
25553162,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST ERGO SMART
25553162-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST ERGO SMART
25554131,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPUR PROSMART
25554131-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPUR PROSMART
25554132,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST ERGO PROSMART
25554132-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST ERGO PROSMART
25554151,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST ERGO PROSMART
25554151-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST ERGO PROSMART
25554161,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,E KING1P ADJUST ERGO PROSMART
25554161-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,E KING1P ADJUST ERGO PROSMART
25554162,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST ERGO PROSMART
25554162-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST ERGO PROSMART
25556131-PROMO,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJ TEMPUR PROSMART AIR
40100531,Bedding,Sheet Sets,code: GROUP *SHE / description sheets,TOPBED,TEMPURPEDIC,TWINXL COTTON SHEET SET - GRAY
42557299,Adjustable Bases,Base Accessories & Parts,"code: GROUP ADJBAS (remotes, legs, brackets, covers, cables)",ADJUST,TEMPURPEDIC,ERGO-WIRELESS REMOTE CONTROL
45188196,Adjustable Bases,Base Accessories & Parts,"code: GROUP ADJBAS (remotes, legs, brackets, covers, cables)",ADJUST,TEMPURPEDIC,"TEMPUR 12"" STACKABLE LEG QTY 6"
455721,Adjustable Bases,Base Accessories & Parts,"code: GROUP ADJBAS (remotes, legs, brackets, covers, cables)",ADJUST,TEMPURPEDIC,TEMPUR SLEEPTRACKER MONITER
455722,Adjustable Bases,Base Accessories & Parts,"code: GROUP ADJBAS (remotes, legs, brackets, covers, cables)",ADJUST,TEMPURPEDIC,ERGO WIRELESS CONTROLLER
507691,Mattress Protection,Pillow Protectors,code: GROUP PILPRO,PROT,TEMPURPEDIC,QUEEN CLEAN SHOP PILLOW SHEILD
ADAPT-M-HYB-CK,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING ADAPT HYBRID MEDIUM
ADAPT-MED-CK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING TEMPUR-ADAPT MEDIUM
ADAPT-MED-F,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL TEMPUR-ADAPT MEDIUM
ADAPT-MED-K,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING TEMPUR-ADAPT MEDIUM
ADAPT-MED-Q,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN TEMPUR-ADAPT MEDIUM
ADAPT-MED-SCK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK TEMPUR-ADAPT MEDIUM
ADAPT-MED-T,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN TEMPUR-ADAPT MEDIUM
ADAPT-MED-TXL,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL TEMPUR-ADAPT MEDIUM
ADAPT-MEDHYB-F,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,FULL ADAPT HYBRID MEDIUM
ADAPT-MEDHYB-K,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING ADAPT HYBRID MEDIUM
ADAPT-MEDHYB-Q,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN ADAPT HYBRID MEDIUM
ADAPT-MEDHYB-SCK,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK  ADAPT HYBRID MEDIUM
ADAPT-MEDHYB-T,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWIN ADAPT HYBRID MEDIUM
ADAPT-MEDHYB-TXL,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL ADAPT HYBRID MEDIUM
ADAPTMED-COVER-Q,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,TEMPURPEDIC,Q ADAPT-MED COVER REPLACEMENT
LUXADAPT-F-CK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING TEMPUR-LUXEADAPT FIRM
LUXADAPT-F-K,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING TEMPUR-LUXEADAPT FIRM
LUXADAPT-F-Q,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN TEMPUR-LUXEADAPT FIRM
LUXADAPT-F-SCK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK TEMPUR-LUXEADAPT FIRM
LUXADAPT-F-TXL,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL TEMPUR-LUXEADAPT FIRM
LUXADAPT-S-CK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING TEMPUR-LUXEADAPT SOFT
LUXADAPT-S-K,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING TEMPUR-LUXEADAPT SOFT
LUXADAPT-S-Q,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN TEMPUR-LUXEADAPT SOFT
LUXADAPT-S-SCK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK TEMPUR-LUXEADAPT SOFT
LUXADAPT-S-TXL,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL TEMPUR-LUXEADAPT SOFT
PROADAPT-F-CK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING TEMPUR-PROADAPT FIRM
PROADAPT-F-F,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL TEMPUR-PROADAPT FIRM
PROADAPT-F-K,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING TEMPUR-PROADAPT FIRM
PROADAPT-F-Q,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN TEMPUR-PROADAPT FIRM
PROADAPT-F-SCK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK TEMPUR-PROADAPT FIRM
PROADAPT-F-T,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN TEMPUR-PROADAPT FIRM
PROADAPT-F-TXL,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL TEMPUR-PROADAPT FIRM
PROADAPT-HM-CK,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING PROADAPT HYBRID MEDIUM
PROADAPT-M-CK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING TEMPUR-PROADAPT MEDIUM
PROADAPT-M-F,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL TEMPUR-PROADAPT MEDIUM
PROADAPT-M-HYB-F,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,FULL PROADAPT HYBRID MEDIUM
PROADAPT-M-HYB-K,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING PROADAPT HYBRID MEDIUM
PROADAPT-M-HYB-Q,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN PROADAPT HYBRID MEDIUM
PROADAPT-M-HYB-T,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWIN PROADAPT HYBRID MEDIUM
PROADAPT-M-HYB-TXL,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL PROADAPT HYBRID MEDIUM
PROADAPT-M-K,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING TEMPUR-PROADAPT MEDIUM
PROADAPT-M-Q,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN TEMPUR-PROADAPT MEDIUM
PROADAPT-M-SCK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK TEMPUR-PROADAPT MED
PROADAPT-M-T,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN TEMPUR-PROADAPT MEDIUM
PROADAPT-M-TXL,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL TEMPUR-PROADAPT MEDIUM
PROADAPT-S-CK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING TEMPUR-PROADAPT SOFT
PROADAPT-S-F,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL TEMPUR-PROADAPT SOFT
PROADAPT-S-K,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING TEMPUR-PROADAPT SOFT
PROADAPT-S-Q,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN TEMPUR-PROADAPT SOFT
PROADAPT-S-SCK,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK TEMPUR-PROADAPT SOFT
PROADAPT-S-T,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN TEMPUR-PROADAPT SOFT
PROADAPT-S-TXL,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL TEMPUR-PROADAPT SOFT
TEMP-ERG-ST-CK-1PC,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1P ADJUST ERGO SMART
TEMP-ERG-ST-Q,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST TEMP-ERG W/S-T
TEMP-ERG-ST-TXL,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMP-ERG W/S-T
TEMP-EXT-ST-Q,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,QUEEN ADJUST TEMP-EXTEND
TEMP-EXT-ST-SCK,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,SPLIT CK ADJUST TEMP-EXT W/S-T
TEMP-NECK-STD,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,STANDARD TEMPUR FM NECK PILLOW
TEMP-SY,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,TEMPUR-SYMPHONY PILLOW
TEMPUR-ERGO-CK-1PC,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,CAKING 1PC ADJUST TEMPUR-ERGO
TEMPUR-ERGO-F,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,FULL ADJUST TEMPUR-ERGO
TEMPUR-ERGO-TXL,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,TEMPURPEDIC,TWINXL ADJUST TEMPUR-ERGO 2.0
TEMPUR-UHB,Adjustable Bases,Base Accessories & Parts,"code: GROUP ADJBAS (remotes, legs, brackets, covers, cables)",ADJUST,TEMPURPEDIC,TEMPURPEDIC UNIV. HB BRACKET
TEMPURBOX-LP-F,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,TEMPURPEDIC,"FULL LP TEMPURPEDIC FND 5"""
TEMPURBOX-LP-Q,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,TEMPURPEDIC,"QUEEN LP TEMPURPEDIC FND 5"""
TEMPURBOX-LP-SCK,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,TEMPURPEDIC,"SPLIT CK LP TEMPURPEDIC FND 5"""
TEMPURBOX-LP-SPLQ,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,TEMPURPEDIC,"SPLIT QU LP TEMPURPEDIC FND 5"""
TEMPURBOX-LP-T,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,TEMPURPEDIC,"TWIN LP TEMPURPEDIC FND 5"""
TEMPURBOX-LP-TXL,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,TEMPURPEDIC,"TWINXL LP TEMPURPEDIC FND 5"""
TEMPURBOX-STD-F,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,TEMPURPEDIC,"FULL TEMPURPEDIC FND 9"""
TEMPURBOX-STD-Q,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,TEMPURPEDIC,"QUEEN TEMPURPEDIC FND 9"""
TEMPURBOX-STD-SCK,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,TEMPURPEDIC,"SPLIT CK TEMPURPEDIC FND 9"""
TEMPURBOX-STD-SPLQ,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,TEMPURPEDIC,"SPLIT QU TEMPURPEDIC FND 9"""
TEMPURBOX-STD-T,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,TEMPURPEDIC,"TWIN TEMPURPEDIC FND 9"""
TEMPURBOX-STD-TXL,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,TEMPURPEDIC,"TWINXL TEMPURPEDIC FND 9"""
TEMPURBOX-ULP-F,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,TEMPURPEDIC,"FULL BB TEMPURPEDIC FND 2"""
TEMPURBOX-ULP-Q,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,TEMPURPEDIC,"QUEEN BB TEMPURPEDIC FND 2"""
TEMPURBOX-ULP-SCK,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,TEMPURPEDIC,"SPLIT CK BB TEMPURPEDIC FND 2"""
TEMPURBOX-ULP-T,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,TEMPURPEDIC,"TWIN BB TEMPURPEDIC FND 2"""
TEMPURBOX-ULP-TXL,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,TEMPURPEDIC,"TWINXL BB TEMPURPEDIC FND 2"""
TPF40103,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,TEMPURPEDIC,TEMPUR PILLOW GUARD (BOX x 75)
BASEINSTALL,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,VDS,POWER BASE INSTALLATION
CLEANBED,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,VDS,CLEAN CALKING BED ON FLOOR
FURNINSTALL,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,VDS,FURNITURE INSTALLATION
FURNREMOVAL,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,VDS,FURNITURE REMOVAL
MATTRESS-FLR-CLEAN,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,VDS,FLOOR MATTRESS CLEANING
SERVICE01,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,VDS,T/F/Q/K BED INSTALL & SETUP
SHEETS,Bedding,Sheet Sets,description: sheets placeholder,FURN,VDS,CAKING SHEETS
VDS-OUTSIDE-DELIVERY,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,VDS,CUSTOMER MOVER SERVICE
22773NIGHTSTAND,Bedroom Furniture,Nightstands,description: nightstand,FURN,ACME,MANFRED NIGHTSTAND DARK WALNUT
25853,Bedroom Furniture,Nightstands,description: nightstand,FURN,ACME,CYRILLE NIGHTSTAND
59852,Bedroom Furniture,Living Room & Decor,code: GROUP LIVING / RUGS / DINE,FURN,ACME,APPLEWOOD ACCENT CHAIR
STEEL-CHAIR,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,ACME,BLUE/GRAY STEEL CUSTOMER CHAIR
8811G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,ODD SIZE T/F CLAMP FRAME
8816G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,ODD SIZE TXL-QU CLAMP FRAME
CF38,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"TWIN 9"" FOUNDATION COVER"
CF38XL,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"TWINXL 9"" FOUNDATION COVER"
CF53,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"FULL 9"" FOUNDATION COVER"
CF60,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"QUEEN 9"" FOUNDATION COVER"
CF72,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"SPLIT CK 9"" FOUNDATION COVER"
CH38,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"TWIN 14"" ZIPPERED ENCASEMENT"
CH38XL,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"TWINXL 14"" ZIPPERED ENCASEMENT"
CH53,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"FULL 14"" ZIPPERED ENCASEMENT"
CH60,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"QUEEN 14"" ZIPPERED ENCASEMENT"
CH72,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"CAKING 14"" ZIPPED ENCASEMENT"
CH76,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"E KING 14"" ZIPPERED ENCASEMENT"
CN38,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,TWIN TENCEL JERSEY PROTECTOR
CN53,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,FULL TENCEL JERSEY PROTECTOR
CN60,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,QUEEN TENCEL JERSEY PROTECTOR
CN72,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,CAKING TENCEL JERSEY PROTECT
CN76,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,E KING TENCEL JERSEY PROTECTOR
CS38,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"TWIN 10"" ZIPPERED ENCASEMENT"
CS38XL,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"TWINXL 10"" ZIPPERED ENCASEMENT"
CS53,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"FULL 10"" ZIPPERED ENCASEMENT"
CS60,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"QUEEN 10"" ZIPPERED ENCASEMENT"
CS72,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"CAKING 10"" ZIPPED ENCASEMENT"
CS76,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,AMERI,"E KING 10"" ZIPPERED ENCASEMENT"
CT38,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,TWIN TERRY CLOTH PROTECTOR
CT38XL,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,TWINXL TERRY CLOTH PROTECTOR
CT53,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,FULL TERRY CLOTH PROTECTOR
CT60,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,QUEEN TERRY CLOTH PROTECTOR
CT72,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,CAKING TERRY CLOTH PROTECTOR
CT76,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,AMERI,E KING TERRY CLOTH PROTECTOR
K81,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,TWIN/FULL FRAME
K81G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,TWIN/FULL FRAME
K87,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,QN/FULL/TWIN FRAME
K87G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,QN/FULL/TWIN FRAME
K88,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,EK/CK/QN FRAME
K88G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,AMERI,EK/CK/QN FRAME
PM2416,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,AMERI,QUEEN MEMORY FOAM PILLOW
PM2815,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,AMERI,QN SHREDDED MEMORY FOAM PILLOW
PMGR2,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,AMERI,QN SHREDDED MEMORY FOAM PILLOW
SOFA-M-Q,Bedroom Furniture,Daybeds & Sofa Beds,description: daybed / sofa bed,FURN,AMERI,"QUEEN 5"" SOFA MEMORY FOAM BED"
1644-280,Bedroom Furniture,Living Room & Decor,code: GROUP LIVING / RUGS / DINE,FURN,ASPENHOME,"80"" CONSOLE - BISCOTTI"
1644-280B,Bedroom Furniture,Living Room & Decor,code: GROUP LIVING / RUGS / DINE,FURN,ASPENHOME,TV BACKER PANEL - BISCOTTI
1644-9100,Bedroom Furniture,Living Room & Decor,code: GROUP LIVING / RUGS / DINE,FURN,ASPENHOME,LIFT TOP COCKTAIL TABLE
